# Equal-time spatial all-to-all average over all time slices.
# d m n corr err corr_conn err_conn
1010 31 -13 2.1202812500000001e-01 2.1558703269675609e-03 2.1202592568782808e-01 2.1562722236087195e-03
1011 31 -12 2.1594882812499999e-01 2.1004123346840139e-03 2.1594662881282806e-01 2.1008047166100234e-03
1012 31 -11 2.2124335937500000e-01 2.0362576018826731e-03 2.2124116006282807e-01 2.0366347566557492e-03
1013 31 -10 2.2838085937499999e-01 1.9651111156894475e-03 2.2837866006282806e-01 1.9654845539170632e-03
1014 31 -9 2.3780273437499999e-01 1.8854829406330720e-03 2.3780053506282806e-01 1.8858637175422329e-03
1015 31 -8 2.4891250000000001e-01 1.7949075053151674e-03 2.4891030068782807e-01 1.7952813616008976e-03
1016 31 -7 2.6320039062500000e-01 1.6936266781483790e-03 2.6319819131282807e-01 1.6939942138484566e-03
1017 31 -6 2.8100351562499998e-01 1.5831221732432498e-03 2.8100131631282804e-01 1.5834751448956040e-03
1018 31 -5 3.0381718749999997e-01 1.4577691455068592e-03 3.0381498818782804e-01 1.4581037268263199e-03
1019 31 -4 3.3276718750000001e-01 1.3154990994353564e-03 3.3276498818782807e-01 1.3158408512615157e-03
1020 31 -3 3.7035078124999998e-01 1.1540141653318752e-03 3.7034858193782805e-01 1.1543342135146809e-03
1021 31 -2 4.2260312500000002e-01 9.7027259932051444e-04 4.2260092568782809e-01 9.7057025424849240e-04
1022 31 -1 4.9858398437500001e-01 7.5560375376223740e-04 4.9858178506282808e-01 7.5587162471344664e-04
1023 31 0 6.0652695312500005e-01 5.2793993092344201e-04 6.0652475381282811e-01 5.2828107188013381e-04
